synset	label	lemma
08124256-n	X	Food and Drug Administration
08124971-n	O	Badan Intelijen Pusat
08124971-n	O	Central Intelligence Agency
08124971-n	O	Dinas Intelijen Amerika Serikat
08126483-n	O	Arsip Nasional Amerika Serikat
08126483-n	O	Nara
08126921-n	O	National Science Foundation
08129883-n	O	National Oceanic & Atmospheric Administration
08129883-n	X	NOAA
08129883-n	X	National Oceanic and Atmospheric Administration
08130292-n	O	National Climatic Data Center
08131005-n	X	National Institute of Standards and Technology
08132637-n	X	Departemen pendidikan
08132955-n	O	Energi
08134081-n	O	NIH
08134081-n	X	National Institutes of Health
08135062-n	O	Hud
08135062-n	O	Nabi Huud
08136260-n	O	Biro Investigasi Federal
08139637-n	O	National Park Service
08139637-n	O	National Park System
08140219-n	X	ATF
08143321-n	O	Internal Revenue Service
08144122-n	X	veteran administration
08145871-n	X	gaap
08145871-n	X	pabu
08145871-n	X	prinsip akuntansi berterima umum
08145871-n	X	prinsip akuntansi yang berlaku umum
08146593-n	X	icu
08147670-n	X	saudara-saudara seagama
08148601-n	O	Benedictine
08148601-n	O	Benediktin
08148601-n	O	Biarawan Benediktin
08149160-n	O	Dominican
08149160-n	O	Dominikan
08149160-n	O	Ordo Pengkotbah
08149160-n	X	Ordo dominikan
08149473-n	O	Serikat Jesuit
08149473-n	O	Serikat Yesuit
08149473-n	O	Serikat Yesus
08149473-n	O	Yesuit
08149473-n	X	Ordo serikat yesus
08149473-n	X	SJ
08150377-n	O	Kaum Quacker
08150377-n	O	Kaum Quaker
08150770-n	O	Gereja Sidang-Sidang Jemaat Allah
08153437-n	O	keluarga kerajaan
08153437-n	X	kerabat kerajaan
08154213-n	O	Capetia
08154213-n	O	Capetian
08154213-n	O	Dinasti Capetian
08154213-n	O	Dinasti Kapetia
08154213-n	O	Kapetia
08154213-n	O	Wangsa Kapetia
08154213-n	X	Capétiens
08155765-n	O	Lancaster
08156200-n	O	Dinasti Meroving
08156200-n	O	Dinasti Merovingia
08156200-n	O	Merovingia
08156200-n	O	Merovingian
08156948-n	O	Dinasti Ptolemaik
08156948-n	O	Dinasti Ptolemaios
08156948-n	O	Kekaisaran Ptolemeus
08156948-n	O	Mesir Ptolemaios
08156948-n	O	Mesir Ptolemeus
08156948-n	O	Mesir Ptolemi
08156948-n	O	Mesir Ptolemy
08156948-n	X	Dinasti ptolemeus
08158314-n	O	Shang
08158314-n	X	Dinasti Shāng
08159740-n	O	Dinasti Windsor
08159924-n	O	York, Inggris
08161591-n	O	Senat Amerika Serikat
08161591-n	O	Senator Amerika Serikat
08161591-n	O	United States Senate
08161591-n	X	Senat AS
08161591-n	X	Senator AS
08161757-n	O	Kongres
08161757-n	O	Kongres Amerika Serikat
08161971-n	O	Dewan Perwakilan Rakyat Amerika Serikat
08161971-n	O	Majelis Rendah Jepang
08162245-n	O	Gao
08162245-n	O	Mansa Gao
08162691-n	O	Dewan Rakyat Britania Raya
08162860-n	X	House of Lords
08165455-n	O	badan eksekutif
08167046-n	O	negara berkembang
08167046-n	X	negara miskin
08168831-n	O	Dunia Ketiga
08169677-n	O	Kekaisaran Romawi Suci
08171415-n	O	Blok Sentral
08173030-n	X	amerika utara
08173289-n	X	amerika selatan
08173515-n	O	Komunitas Eropa
08173515-n	O	Uni Eropa
08173515-n	X	uni eropa
08174398-n	O	Pakta Pertahanan Atlantik Utara
08176077-n	O	Oas, Albay
08176077-n	X	OAS
08176077-n	X	Organisasi Negara-negara Amerika
08176077-n	X	Organization of American States
08177030-n	O	Organisasi Negara-Negara Pengekspor Minyak Bumi
08177592-n	X	kekuatan besar
08177592-n	X	negara adikuasa
08178321-n	O	negara boneka
08178547-n	O	negara bagian
08178935-n	O	overpopulasi
08178935-n	X	kelebihan populasi
08183290-n	X	balatentara
08183920-n	O	Legion
08183920-n	O	Legiun
08183920-n	O	Legiun Romawi
08185369-n	O	perusahaan induk
08185369-n	X	holding company
08185369-n	X	induk perusahaan
08185369-n	X	perusahaan holding
08188638-n	O	paduan suara
08188638-n	X	koor
08188638-n	X	olah vokal
08189211-n	O	sirkus
08190292-n	O	Panglima Tertinggi
08190754-n	O	laskar
08191987-n	O	Angkatan Laut Amerika Serikat
08192817-n	O	Marinir
08192970-n	X	Korps marinir Amerika Serikat
08194074-n	O	Akademi Angkatan Laut Amerika Serikat
08194266-n	O	Oni
08195132-n	O	Angkatan Udara Britania Raya
08195132-n	O	Angkatan Udara Kerajaan
08195132-n	O	Royal Air Force
08195229-n	O	Luftwaffe
08195323-n	O	Liga Bangsa Bangsa
08195323-n	O	Liga Bangsa-Bangsa
08195323-n	X	LBB
08196230-n	O	Angkatan Udara Amerika Serikat
08198137-n	X	servis militer
08206460-n	X	komcad
08206460-n	X	komponen cadangan
08206663-n	O	mujahidin
08206663-n	X	mujahidin afganistan
08207209-n	O	paramiliter
08209519-n	O	pemain cadangan
08209687-n	O	kepolisian
08209687-n	O	penegak hukum
08209687-n	X	police
08209687-n	X	police, polandia
08211290-n	O	polisi militer
08211584-n	O	polisi rahasia
08211760-n	O	Geheime Staatspolizei
08211924-n	O	Schutzstaffel
08211924-n	X	Pasukan SS
08212146-n	O	Sa
08212146-n	O	Sturmabteilung
08212347-n	O	tenaga kerja
08212527-n	O	korps
08213424-n	O	Spetsnaz
08213424-n	X	Pasukan khusus
08213978-n	O	Brigade
08213978-n	O	brigade
08214083-n	O	batalyon
08223802-n	O	komunitas
08224274-n	O	komunitas
08224274-n	X	community
08226335-n	O	kota metropolitan
08228229-n	X	koinonia
08230590-n	X	perkumpulan tenis
08232496-n	X	liga sepakbola
08232706-n	O	Ivy League
08233056-n	O	serikat buruh
08233056-n	O	serikat dagang
08233056-n	X	serikat pekerja
08233913-n	X	AFL
08235828-n	X	organisasi pelayanan manusia
08236251-n	O	Klub Rotary
08236251-n	O	Rotary Club
08236251-n	O	Rotary International
08236438-n	O	konsorsium
08236438-n	O	sindikat
08236621-n	X	kumpulan produsen
08238313-n	X	lembaga pemilihan presiden dan wakil presiden amerika serikat
08241798-n	X	komplotan rahasia
08241964-n	O	junta militer
08241964-n	X	diktatur militer
08242223-n	X	kelompok inti
08242675-n	X	organisasi profesional
08245549-n	O	La Cosa Nostra
08245549-n	O	Mafia
08246302-n	O	sindikat
08247561-n	X	kuartet gesek
08248521-n	X	musik gamelan
08249207-n	X	marching band
08249207-n	X	orkes barisan
08249336-n	X	orkes kuningan
08249960-n	X	ansambel musik
08249960-n	X	ensembel
08249960-n	X	ensembel musik
08249960-n	X	grup band
08249960-n	X	grup musik
08249960-n	X	kelompok musik
08250168-n	X	big band
08250978-n	O	Gerombolan Emas
08250978-n	X	Angkatan emas
08253640-n	X	perjamuan makan
08253815-n	O	makan malam
08255660-n	O	pesta bujang
08256968-n	O	partai politik
08258523-n	X	Partai komunis
08258744-n	O	Partai Konservatif
08259156-n	O	Daftar Partai Demokrat
08259156-n	O	Partai Demokrat Amerika Serikat
08259156-n	X	DIKO
08259156-n	X	Partai Demokrat AS
08260386-n	O	Partai Hijau
08260961-n	X	partai buruh
08260961-n	X	partai buruh belanda
08260961-n	X	partij van de arbeid
08261162-n	O	Australian Labor Party
08261162-n	O	Partai Buruh
08261162-n	O	Partai Buruh Australia
08261810-n	O	Liberal Party
08261810-n	O	Partai Liberal
08261810-n	O	Partai Liberal Australia
08262309-n	O	Nationalsozialistische Deutsche Arbeiterpartei
08263113-n	O	Grand Old Party
08263113-n	O	Partai Republik
08263113-n	O	Partai Republik Amerika Serikat
08263113-n	O	Partai Republikan
08263113-n	O	Partai Republikan Amerika Serikat
08263113-n	O	Republican Party
08263113-n	O	United States Republican Party
08263113-n	X	GOP
08263113-n	X	Partai Republik AS
08263113-n	X	Partai Republikan AS
08263303-n	O	Partidul Social Democrat
08263733-n	O	Partai Sosialis
08263733-n	O	Partai Sosialis Perancis
08264583-n	X	mesin politik
08267197-n	X	fat
08267197-n	X	fat16
08267197-n	X	fat32
08267197-n	X	file allocation table
08267446-n	O	tabel periodik
08270662-n	O	Kabut Oort
08272086-n	O	Legiun Asing
08272086-n	O	Legiun Asing Perancis
08277805-n	X	akademi di indonesia
08278032-n	X	yeshiva
08278324-n	X	college
08279424-n	X	police academy: the animated series
08280462-n	X	Academy Motion Picture Arts and Sciences
08280462-n	X	Academy of Motion Picture Arts and Sciences
08281029-n	O	Akademi Sains Nasional
08281029-n	O	Akademi Sains Nasional Amerika Serikat
08281205-n	O	Royal Academy
08281205-n	X	Royal Academy of Arts
08281409-n	X	Fellow of the Royal Society
08283507-n	X	fakultas kedokteran
08283507-n	X	sekolah kedokteran
08283866-n	X	pon-pes
08283866-n	X	pondok pesantren
08284221-n	X	sekolah paroki
08284481-n	O	pendidikan menengah
08284481-n	O	sekolah lanjutan
08284481-n	O	sekolah lanjutan tingkat pertama
08284481-n	O	sekolah menengah pertama
08284481-n	X	sekolah menengah pertama negeri
08284481-n	X	sltp
08284481-n	X	smp
08284481-n	X	smpn 41 jakarta
08285109-n	X	seminari alkitab
08285407-n	X	politeknik di indonesia
08287436-n	O	konservatori
08290763-n	O	Masyarakat Minoan
08290763-n	O	Peradaban Minoa
08290763-n	O	Peradaban Minoan
08291157-n	O	Peradaban Mikenai
08291157-n	O	Peradaban Mykenai
08291157-n	O	Yunani Mikenai
08291157-n	O	Yunani Mikene
08291157-n	O	Yunani Mykenai
08292051-n	O	Budaya Barat
08292051-n	O	Kebudayaan Barat
08293982-n	O	serikat
08294696-n	X	organisasi internasional
08295138-n	X	Persemakmuran Negara-negara Merdeka
08295580-n	O	Perserikatan Bangsa-Bangsa
08295894-n	X	badan deliberatif
08296196-n	O	Sekretariat Perserikatan Bangsa-Bangsa
08299307-n	O	Mahkamah Internasional
08299911-n	X	Dana Anak-anak Perserikatan Bangsa-Bangsa
08300190-n	X	Food and Agriculture Organization
08300190-n	X	Organisasi Pangan dan Pertanian
08300641-n	O	Badan Energi Atom Internasional
08300641-n	O	Badan Tenaga Atom Internasional
08300641-n	O	International Atomic Energy Agency
08300783-n	X	Bank Internasional untuk Rekonstruksi dan Pembangunan
08301005-n	O	Organisasi Penerbangan Sipil Internasional
08301155-n	O	Asosiasi Pembangunan Internasional
08301525-n	O	Organisasi Buruh Internasional
08301709-n	O	International Maritime Organization
08301709-n	O	Organisasi Maritim Internasional
08301871-n	O	Dana Moneter Internasional
08302052-n	X	Organisasi Pendidikan, Keilmuan, dan Kebudayaan PBB
08302724-n	O	Organisasi Kesehatan Dunia
08302919-n	O	Organisasi Meteorologi Dunia
08302919-n	O	World Meteorological Organisation
08302919-n	O	World Meteorological Organization
08302919-n	X	WMO
08303275-n	O	serikat
08304135-n	O	Liga Hansa
08306371-n	X	jati, brasil
08308313-n	O	kaukus
08308313-n	X	anggota partai politik
08308410-n	O	konklaf
08308410-n	X	conclave
08310389-n	O	kumpul
08311687-n	X	dewan penasihat kaisar
08312988-n	X	konsili ekumenis
08313592-n	O	Dewan Nicaea Pertama
08313592-n	O	Konsili Nicaea I
08313592-n	O	Konsili Nicea
08313592-n	O	Konsili Nicea I
08313592-n	O	Konsili Nicea Pertama
08313790-n	O	Konsili Konstantinopel
08313790-n	O	Konsili Konstantinopel I
08314153-n	O	Konsili Kalsedon
08314153-n	O	Konsili Khalsedon
08314327-n	O	Konsili Konstantinopel Kedua
08314327-n	X	Konsili Konstantinopel II
08314901-n	X	Konsili Konstantinopel IV
08316748-n	O	Konsili Vienne
08316965-n	O	Konsili Konstanz
08317529-n	O	Konsili Trente
08317529-n	O	Konsili Trento
08318032-n	O	Konsili Ekumenis Vatican I
08318032-n	O	Konsili Ekumenis Vatikan I
08318032-n	O	Konsili Vatikan I
08318032-n	O	Konsili Vatikan Pertama
08318216-n	O	Konsili Ekumenis Vatikan Kedua
08318216-n	O	Konsili Vatikan Kedua
08318216-n	X	Dokumen Vat II
08318216-n	X	Konsili Ekumenis Vatikan II
08318216-n	X	Konsili Vatikan II
08318216-n	X	Vatikan II
08319679-n	O	Parlemen Israel
08320052-n	O	Duma
08320385-n	O	Organisasi Pembebasan Palestina
08320923-n	O	Daerah Otoritas Palestina
08320923-n	O	Otorita Nasional Palestina
08320923-n	O	Otoritas Nasional Palestina
08320923-n	O	Otoritas Palestina
08320923-n	O	Palestinian Authority
08320923-n	O	Palestinian National Authority
08320923-n	O	Republik Arab Palestina
08320923-n	X	Palestinian territories
08321621-n	O	sindikalisme
08322520-n	O	konsili
08322520-n	O	sinode
08322520-n	X	sinode uskup
08323825-n	X	majelis wali amanah
08323825-n	X	majelis wali amanat
08327090-n	O	politbiro
08328088-n	O	Konferensi Potsdam
08328327-n	O	Konferensi Yalta
08331121-n	O	konsistori
08331525-n	O	pengadilan militer
08333224-n	O	Inkuisisi Spanyol
08334581-n	O	Old Bailey
08335886-n	O	Mahkamah Agung Amerika Serikat
08340153-n	O	Komunitas Intelijen Amerika Serikat
08340989-n	O	DIA
08342419-n	X	CSIS
08342419-n	X	Centre for Strategic and International Studies
08343905-n	O	Dinas Intelijen Asing
08345366-n	O	Haganah
08346031-n	O	Statistical Analysis System
08346031-n	X	SAS
08346490-n	X	Ha-Mossad le-Modiin ule-Tafkidim Meyuhadim
08346655-n	O	SIS
08346655-n	O	Secret Intelligence Service
08346655-n	X	Dinas rahasia inggris
08347457-n	O	Shabak
08347457-n	O	Sherut Habitachon Haklali
08347457-n	O	Shin Bet
08347704-n	O	National Reconnaissance Office
08348091-n	O	Badan Keamanan Nasional
08349681-n	X	Kantor paten
08349916-n	O	bank sentral
08350244-n	O	Bank Sentral Eropa
08350244-n	X	bank sentral eropa
08350470-n	O	Federal Reserve System
08351777-n	X	FPS
08352035-n	X	Bank of England
08352134-n	X	bank pusat Jerman
08352218-n	X	Bank of Japan
08353912-n	X	agen periklanan
08353912-n	X	perusahaan periklanan
08354352-n	X	agen tenaga kerja
08355324-n	O	sindikat
08357258-n	X	pegawai negeri
08357992-n	O	korum
08362302-n	O	oklokrasi
08362302-n	X	pemerintahan oleh massa
08363428-n	X	kepemimpinan eklesiastik
08363428-n	X	theokrasi
08366071-n	O	Mancanegara
08366440-n	O	Nazisme
08366753-n	X	sistem perekonomian
08367880-n	X	bentuk pemerintahan
08368757-n	X	lungkang ekologi
08372190-n	X	kelompok belajar
08373969-n	X	phyle
08378819-n	O	organisasi sosial
08380768-n	X	dewan direktur
08382570-n	O	Kabinet Amerika Serikat
08383417-n	O	perusahaan terbatas
08383417-n	X	naamloze vennootschap
08383417-n	X	nv
08383909-n	X	perusahaan keluarga
08386853-n	O	pilihan
08388207-n	X	keluarga bangsawan
08389572-n	X	rentetan senjata
08389710-n	O	kavaleri
08389710-n	X	cavalry
08390157-n	O	infanteri
08394922-n	O	Angkatan Darat Amerika Serikat
08394922-n	O	tentara
08395465-n	O	Akademi Militer Amerika Serikat
08399586-n	O	pilihan
08399818-n	O	pilihan
08400331-n	O	seperinduk
08401554-n	O	bisnis
08402339-n	O	almamater
08402442-n	O	badan perwakilan
08402693-n	X	kedutaan besar
08402693-n	X	misi diplomatik
08409323-n	X	Ekspedisi Lewis dan Clark
08409323-n	X	Ekspedisi Meriwether Lewis dan William Clark
08409323-n	X	Lewis dan Clark
08409617-n	O	sekolah menengah atas
08410891-n	O	Eton College
08411170-n	X	sekolah swasta
08412136-n	O	taman kanak-kanak
08412492-n	O	Sekolah Minggu
08412749-n	O	sekolah dasar
08416328-n	O	pihak kiri
08418631-n	X	bank nasional
08422247-n	X	hawala
08428485-n	O	parade
08429167-n	X	entourage
08432345-n	X	antrian
08435246-n	X	sistem nonlinier
08436036-n	O	organisme
08437317-n	X	tunas-tunas muda
08438223-n	O	semak belukar
08439955-n	X	setaf
08440630-n	O	stalinisme
08440630-n	X	diktatur
08440630-n	X	otoritarianisme
08453299-n	X	hukum kanon
08453299-n	X	hukum kanonik
08453722-n	X	hukum umum
08454003-n	O	hukum internasional
08454818-n	X	darurat militer
08455829-n	O	hukum islam
08455829-n	X	hukum syariah
08455829-n	X	shari'ah
08455829-n	X	sistem hukum islam
08455829-n	X	syari'ah
08455829-n	X	syariah islam
08457369-n	X	kodon
08457543-n	O	genom
08460924-n	X	deret aritmatika
08460924-n	X	deret aritmetika
08460924-n	X	deret hitung
08461172-n	X	deret geometri
08461172-n	X	deret ukur
08462066-n	O	Deretan
08464601-n	O	gerakan sosial
08465118-n	X	art deco
08465776-n	O	konstruktivisme
08465776-n	X	konstruktivistime
08465776-n	X	kontruktivistik
08465776-n	X	kontruktivistime
08466010-n	X	suprematisme
08466175-n	O	kubisme
08466412-n	O	dadaisme
08467258-n	X	expressionism
08467871-n	X	fauvisme
08472335-n	X	gerakan politik
08475586-n	O	Gerakan Oxford
08476165-n	O	Kelompok Taliban
08476165-n	O	Taleban
08476425-n	O	Aliansi Utara
08476425-n	X	Front Islam Bersatu untuk Pembebasan Afganistan
08476629-n	X	Nation of Islam
08476829-n	O	humanis
08476829-n	X	humanism
08478018-n	O	kemah
08478018-n	X	penampungan sementara
08478702-n	X	wadah pemikir
08479407-n	O	Zhou
08479407-n	O	Zhou Chao
08479407-n	X	Dinasti Zhōu
08480303-n	X	Dewan Gereja-gereja se-Dunia
08483935-n	O	Bani Israil
08483935-n	O	Suku Israel
08484986-n	O	Bangsa Walonia
08485434-n	O	Komitet Gosudarstvennoy Bezopasnosti
08486189-n	X	cita rasa anggur
08486971-n	O	Organisasi Perdagangan Dunia
08487149-n	X	AARP
08487504-n	X	Perhimpunan Bangsa-bangsa Asia Tenggara
08490199-n	O	tempat tinggal
08490531-n	X	equator magnet
08491410-n	O	kotak pos
08491531-n	O	kotak pos
08491826-n	O	wilayah administratif
08491826-n	X	pembagian administratif
08492354-n	X	pemukiman di ketinggian
08492546-n	O	jalan udara
08493064-n	X	wilayah teritorial
08493705-n	X	lintasan terbang
08493825-n	X	posisi terbang
08493961-n	O	landasan pacu
08494133-n	X	suasana lingkungan
08494231-n	X	taman bermain
08494459-n	O	antartika
08494459-n	X	zone kutub selatan
08494987-n	O	titik kulminasi
08495420-n	X	titik terjauh
08495908-n	X	titik aphelion
08496199-n	X	apolune
08496477-n	O	artik
08496655-n	X	lingkar kutub
08496798-n	O	Lingkar Arktik
08498163-n	X	negara dataran tinggi
08498888-n	X	sabuk asteroid
08499057-n	O	atmosfer
08499504-n	O	biosfer
08499504-n	X	biosfir
08500079-n	X	daerah jajahan crown
08500433-n	X	luar angkasa
08500819-n	O	tata surya
08500989-n	X	ruang antar bintang
08501275-n	X	heliopause
08501565-n	X	heliopause
08501565-n	X	heliosfer
08501565-n	X	heliosphere
08501887-n	X	ruang antar galaksi
08502171-n	O	dirgantara
08502171-n	O	kedirgantaraan
08502672-n	X	dataran gigir
08503004-n	X	banana republic
08503004-n	X	republik pisang
08503477-n	X	coast barbary
08503639-n	X	barbary coast
08503921-n	X	bitinia
08505018-n	X	Daerah liar
08506347-n	X	semi gurun
08506641-n	O	medan pertempuran
08506641-n	X	battlefield
08506641-n	X	battleground
08507255-n	X	kawasan pertambangan
08508736-n	X	sumur mata air
08510030-n	O	Sabuk Alkitab
08510169-n	X	fatherland
08510350-n	O	janabijana
08511473-n	X	daerah dataran rendah
08512736-n	X	border
08514034-n	X	pusat suatu tempat
08514865-n	X	garis pagar
08514975-n	O	Jalur Hijau
08514975-n	X	wilayah hijau
08515349-n	X	wilayah perumahan
08515817-n	X	wilayah distrik
08515911-n	X	county line
08515911-n	X	county line, alabama
08516080-n	X	balk
08516260-n	X	garis balk
08516431-n	X	daerah pemboman
08516584-n	X	inti bumi
08516660-n	X	lapangan bowling
08516767-n	X	keranjang roti
08516885-n	X	kawasan peternakan
08517327-n	O	negara penyangga
08517554-n	X	jalur bis
08517676-n	X	halte bis
08517676-n	X	tempat perhentian bus
08518171-n	O	perkemahan
08518940-n	O	daerah aliran sungai
08519624-n	X	kaukakus
08520190-n	X	ekuator langit
08520190-n	X	equator bumi
08520728-n	X	titik equinox
08520958-n	X	vernal equinox
08521267-n	X	bola langit
08521623-n	O	nekropolis
08522872-n	X	pusat massa
08523340-n	X	titik trichion
08524262-n	X	pusat suatu obyek
08524735-n	O	kota metropolitan
08537708-n	O	megalopolis
08537708-n	X	megalopolis, yunani
08539072-n	X	downtown
08539072-n	X	perjudian pusat kota
08539557-n	O	Tin Pan Alley
08539717-n	O	pemukiman
08540770-n	X	wilayah bagian
08541454-n	X	tanah coast
08541609-n	O	komune
08542403-n	X	daerah persemakmuran
08542884-n	X	distrik kongressional
08543625-n	X	kota terdalam
08544125-n	X	babycorn
08544125-n	X	jagung muda
08550966-n	O	episkopat
08551177-n	X	daerah bencana
08551628-n	O	medan pertempuran
08553132-n	O	daerah kantong
08553132-n	O	enklave
08553132-n	X	enclave
08553280-n	X	distrik federal
08553280-n	X	distrik federal brasil
